binomial;country;continent;genus;family;snake_sub_family;poisonous
Leptophis ahaetulla;Belize;North America;Leptophis;Colubridae;Leptophis ahaetulla;nao peconhento
Leptophis ahaetulla;Honduras;South America;Leptophis;Colubridae;Leptophis ahaetulla;nao peconhento
Leptophis ahaetulla;Mexico;South America;Leptophis;Colubridae;Leptophis ahaetulla;nao peconhento
Leptophis ahaetulla;Costa Rica;South America;Leptophis;Colubridae;Leptophis ahaetulla;nao peconhento
Leptophis ahaetulla;Paraguay;South America;Leptophis;Colubridae;Leptophis ahaetulla;nao peconhento
Leptophis ahaetulla;Peru;South America;Leptophis;Colubridae;Leptophis ahaetulla;nao peconhento
Leptophis ahaetulla;French Guiana;unknown;Leptophis;Colubridae;Leptophis ahaetulla;nao peconhento
Leptophis ahaetulla;Guatemala;North America;Leptophis;Colubridae;Leptophis ahaetulla;nao peconhento
Leptophis diplotropis;unknown;unknown;Leptophis;Colubridae;Leptophis diplotropis;nao peconhento
Leptophis diplotropis;Mexico;North America;Leptophis;Colubridae;Leptophis diplotropis;nao peconhento
Leptophis diplotropis;Mexico;South America;Leptophis;Colubridae;Leptophis diplotropis;nao peconhento
Leptophis diplotropis;Ecuador;South America;Leptophis;Colubridae;Leptophis diplotropis;nao peconhento
Leptophis mexicanus;Mexico;North America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;Belize;North America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;Costa Rica;North America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;Mexico;South America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;unknown;unknown;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;El Salvador;South America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;Belize;South America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;Guatemala;North America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;Honduras;North America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;Costa Rica;South America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;Honduras;South America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Leptophis mexicanus;El Salvador;North America;Leptophis;Colubridae;Leptophis mexicanus;nao peconhento
Lycodon capucinus;Philippines;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;Malaysia;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;Hong Kong S.A.R.;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;Indonesia;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;unknown;unknown;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;Singapore;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;Mauritius;Africa;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;Thailand;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;France;Europe;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;Bangladesh;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;India;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;East Timor;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;Indian Ocean Territories;Oceania;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Lycodon capucinus;Vietnam;Asia;Lycodon;Colubridae;Lycodon capucinus;nao peconhento
Malpolon monspessulanus;Spain;Europe;Malpolon;Lamprophiidae;Malpolon monspessulanus;peconhento
Malpolon monspessulanus;France;Europe;Malpolon;Lamprophiidae;Malpolon monspessulanus;peconhento
Malpolon monspessulanus;unknown;unknown;Malpolon;Lamprophiidae;Malpolon monspessulanus;peconhento
Malpolon monspessulanus;Portugal;Europe;Malpolon;Lamprophiidae;Malpolon monspessulanus;peconhento
Malpolon monspessulanus;Italy;Europe;Malpolon;Lamprophiidae;Malpolon monspessulanus;peconhento
Malpolon monspessulanus;Morocco;Africa;Malpolon;Lamprophiidae;Malpolon monspessulanus;peconhento
Malpolon monspessulanus;Algeria;Africa;Malpolon;Lamprophiidae;Malpolon monspessulanus;peconhento
Masticophis bilineatus;United States of America;North America;Masticophis;Colubridae;Masticophis bilineatus;nao peconhento
Masticophis bilineatus;unknown;unknown;Masticophis;Colubridae;Masticophis bilineatus;nao peconhento
Masticophis bilineatus;Mexico;North America;Masticophis;Colubridae;Masticophis bilineatus;nao peconhento
Masticophis bilineatus;Mexico;South America;Masticophis;Colubridae;Masticophis bilineatus;nao peconhento
Masticophis flagellum;unknown;unknown;Masticophis;Colubridae;Masticophis flagellum;nao peconhento
Masticophis flagellum;United States of America;North America;Masticophis;Colubridae;Masticophis flagellum;nao peconhento
Masticophis flagellum;Mexico;North America;Masticophis;Colubridae;Masticophis flagellum;nao peconhento
Masticophis flagellum;Mexico;South America;Masticophis;Colubridae;Masticophis flagellum;nao peconhento
Masticophis lateralis;United States of America;North America;Masticophis;Colubridae;Masticophis lateralis;nao peconhento
Masticophis lateralis;unknown;unknown;Masticophis;Colubridae;Masticophis lateralis;nao peconhento
Masticophis lateralis;Mexico;North America;Masticophis;Colubridae;Masticophis lateralis;nao peconhento
Masticophis lateralis;Mexico;South America;Masticophis;Colubridae;Masticophis lateralis;nao peconhento
Masticophis mentovarius;Mexico;South America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;Mexico;North America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;El Salvador;North America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;Colombia;South America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;unknown;unknown;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;Belize;South America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;Nicaragua;North America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;Belize;North America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;Honduras;North America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;Costa Rica;South America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;Honduras;South America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis mentovarius;Costa Rica;North America;Masticophis;Colubridae;Masticophis mentovarius;nao peconhento
Masticophis schotti;Mexico;North America;Masticophis;Colubridae;Masticophis schotti;nao peconhento
Masticophis schotti;United States of America;North America;Masticophis;Colubridae;Masticophis schotti;nao peconhento
Masticophis schotti;unknown;unknown;Masticophis;Colubridae;Masticophis schotti;nao peconhento
Masticophis schotti;Mexico;South America;Masticophis;Colubridae;Masticophis schotti;nao peconhento
Masticophis taeniatus;United States of America;North America;Masticophis;Colubridae;Masticophis taeniatus;nao peconhento
Masticophis taeniatus;unknown;unknown;Masticophis;Colubridae;Masticophis taeniatus;nao peconhento
Masticophis taeniatus;Mexico;North America;Masticophis;Colubridae;Masticophis taeniatus;nao peconhento
Masticophis taeniatus;Mexico;South America;Masticophis;Colubridae;Masticophis taeniatus;nao peconhento
Micrurus fulvius;United States of America;North America;Micrurus;Elapidae;Micrurus fulvius;peconhento
Micrurus fulvius;unknown;unknown;Micrurus;Elapidae;Micrurus fulvius;peconhento
Micrurus tener;Mexico;North America;Micrurus;Elapidae;Micrurus tener;peconhento
Micrurus tener;United States of America;North America;Micrurus;Elapidae;Micrurus tener;peconhento
Micrurus tener;Mexico;South America;Micrurus;Elapidae;Micrurus tener;peconhento
Micrurus tener;unknown;unknown;Micrurus;Elapidae;Micrurus tener;peconhento
Morelia spilota;unknown;unknown;Morelia;Pythonidae;Morelia spilota;nao peconhento
Morelia spilota;Australia;Oceania;Morelia;Pythonidae;Morelia spilota;nao peconhento
Morelia spilota;Germany;Europe;Morelia;Pythonidae;Morelia spilota;nao peconhento
Morelia spilota;Singapore;Asia;Morelia;Pythonidae;Morelia spilota;nao peconhento
Morelia spilota;United Kingdom;Europe;Morelia;Pythonidae;Morelia spilota;nao peconhento
Morelia spilota;France;Europe;Morelia;Pythonidae;Morelia spilota;nao peconhento
Morelia viridis;unknown;unknown;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Canada;North America;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;United States of America;North America;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Germany;Europe;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Switzerland;Europe;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Argentina;South America;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Sweden;Europe;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;France;Europe;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Denmark;Europe;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;United Kingdom;Europe;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Australia;Oceania;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Spain;Europe;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Finland;Europe;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Netherlands;Europe;Morelia;Pythonidae;Morelia viridis;nao peconhento
Morelia viridis;Indonesia;Asia;Morelia;Pythonidae;Morelia viridis;nao peconhento
Naja atra;Taiwan;Asia;Naja;Elapidae;Naja atra;peconhento
Naja atra;unknown;unknown;Naja;Elapidae;Naja atra;peconhento
Naja atra;Hong Kong S.A.R.;Asia;Naja;Elapidae;Naja atra;peconhento
Naja atra;Hong Kong;Asia;Naja;Elapidae;Naja atra;peconhento
Naja atra;Vietnam;Asia;Naja;Elapidae;Naja atra;peconhento
Naja atra;China;Asia;Naja;Elapidae;Naja atra;peconhento
Naja atra;Macau S.A.R;Asia;Naja;Elapidae;Naja atra;peconhento
Naja kaouthia;unknown;unknown;Naja;Elapidae;Naja kaouthia;peconhento
Naja kaouthia;India;Asia;Naja;Elapidae;Naja kaouthia;peconhento
Naja kaouthia;Malaysia;Asia;Naja;Elapidae;Naja kaouthia;peconhento
Naja kaouthia;Switzerland;Europe;Naja;Elapidae;Naja kaouthia;peconhento
Naja kaouthia;Spain;Europe;Naja;Elapidae;Naja kaouthia;peconhento
Naja kaouthia;Thailand;Asia;Naja;Elapidae;Naja kaouthia;peconhento
Naja kaouthia;Bangladesh;Asia;Naja;Elapidae;Naja kaouthia;peconhento
Naja kaouthia;Cambodia;Asia;Naja;Elapidae;Naja kaouthia;peconhento
Naja kaouthia;Bhutan;Asia;Naja;Elapidae;Naja kaouthia;peconhento
Naja kaouthia;Nepal;Asia;Naja;Elapidae;Naja kaouthia;peconhento
Naja naja;unknown;unknown;Naja;Elapidae;Naja naja;peconhento
Naja naja;United States of America;North America;Naja;Elapidae;Naja naja;peconhento
Naja naja;India;Asia;Naja;Elapidae;Naja naja;peconhento
Naja naja;Ethiopia;Africa;Naja;Elapidae;Naja naja;peconhento
Naja naja;Hong Kong S.A.R.;Asia;Naja;Elapidae;Naja naja;peconhento
Naja naja;Netherlands;Europe;Naja;Elapidae;Naja naja;peconhento
Naja naja;Thailand;Asia;Naja;Elapidae;Naja naja;peconhento
Naja naja;Tanzania;Africa;Naja;Elapidae;Naja naja;peconhento
Naja naja;Pakistan;Asia;Naja;Elapidae;Naja naja;peconhento
Naja naja;United Kingdom;Europe;Naja;Elapidae;Naja naja;peconhento
Naja naja;Germany;Europe;Naja;Elapidae;Naja naja;peconhento
Naja naja;Indonesia;Asia;Naja;Elapidae;Naja naja;peconhento
Naja naja;Sri Lanka;Asia;Naja;Elapidae;Naja naja;peconhento
Naja naja;Austria;Europe;Naja;Elapidae;Naja naja;peconhento
Naja naja;Czech Republic;Europe;Naja;Elapidae;Naja naja;peconhento
Naja nigricollis;unknown;unknown;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;United Kingdom;Europe;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Germany;Europe;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Zambia;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Tanzania;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Malta;Europe;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Norway;Europe;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Australia;Oceania;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Sweden;Europe;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Russia;Europe;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;India;Asia;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Guinea;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Gambia;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Democratic Republic of the Congo;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Denmark;Europe;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Sierra Leone;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Kenya;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Nigeria;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Angola;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nigricollis;Egypt;Africa;Naja;Elapidae;Naja nigricollis;peconhento
Naja nivea;South Africa;Africa;Naja;Elapidae;Naja nivea;peconhento
Naja nivea;unknown;unknown;Naja;Elapidae;Naja nivea;peconhento
Naja nivea;Namibia;Africa;Naja;Elapidae;Naja nivea;peconhento
Naja nivea;Botswana;Africa;Naja;Elapidae;Naja nivea;peconhento
Naja nivea;Germany;Europe;Naja;Elapidae;Naja nivea;peconhento
Natrix maura;Spain;Europe;Natrix;Colubridae;Natrix maura;nao peconhento
Natrix maura;unknown;unknown;Natrix;Colubridae;Natrix maura;nao peconhento
Natrix maura;Portugal;Europe;Natrix;Colubridae;Natrix maura;nao peconhento
Natrix maura;Italy;Europe;Natrix;Colubridae;Natrix maura;nao peconhento
Natrix maura;France;Europe;Natrix;Colubridae;Natrix maura;nao peconhento
Natrix maura;Algeria;Africa;Natrix;Colubridae;Natrix maura;nao peconhento
Natrix maura;Switzerland;Europe;Natrix;Colubridae;Natrix maura;nao peconhento
Natrix maura;Morocco;Africa;Natrix;Colubridae;Natrix maura;nao peconhento
Natrix maura;Tunisia;Africa;Natrix;Colubridae;Natrix maura;nao peconhento
Natrix natrix;Italy;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Russia;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Austria;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;unknown;unknown;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Germany;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Slovakia;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Czech Republic;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Denmark;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;United Kingdom;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;France;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Kazakhstan;Asia;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Finland;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Ukraine;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Sweden;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Romania;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Croatia;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Lithuania;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Poland;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Switzerland;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Georgia;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Hungary;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Latvia;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Turkey;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Norway;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Netherlands;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Greece;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Bulgaria;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix natrix;Armenia;Europe;Natrix;Colubridae;Natrix natrix;nao peconhento
Natrix tessellata;Italy;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Armenia;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;unknown;unknown;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Czech Republic;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Azerbaijan;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Russia;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Romania;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Turkey;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Greece;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Slovenia;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Montenegro;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Slovakia;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Croatia;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Hungary;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Austria;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Israel;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Germany;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Switzerland;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Bulgaria;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Bosnia and Herzegovina;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Lebanon;Asia;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Ukraine;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Albania;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Republic of Serbia;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Macedonia;Europe;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Jordan;Asia;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Kazakhstan;Asia;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Iran;Asia;Natrix;Colubridae;Natrix tessellata;nao peconhento
Natrix tessellata;Iraq;Asia;Natrix;Colubridae;Natrix tessellata;nao peconhento
Nerodia cyclopion;United States of America;North America;Nerodia;Colubridae;Nerodia cyclopion;nao peconhento
Nerodia cyclopion;unknown;unknown;Nerodia;Colubridae;Nerodia cyclopion;nao peconhento
Nerodia erythrogaster;United States of America;North America;Nerodia;Colubridae;Nerodia erythrogaster;nao peconhento
Nerodia erythrogaster;unknown;unknown;Nerodia;Colubridae;Nerodia erythrogaster;nao peconhento
Nerodia erythrogaster;Mexico;North America;Nerodia;Colubridae;Nerodia erythrogaster;nao peconhento
Nerodia fasciata;unknown;unknown;Nerodia;Colubridae;Nerodia fasciata;nao peconhento
Nerodia fasciata;United States of America;North America;Nerodia;Colubridae;Nerodia fasciata;nao peconhento
Nerodia floridana;United States of America;North America;Nerodia;Colubridae;Nerodia floridana;nao peconhento
Nerodia floridana;unknown;unknown;Nerodia;Colubridae;Nerodia floridana;nao peconhento
Nerodia sipedon;United States of America;North America;Nerodia;Colubridae;Nerodia sipedon;nao peconhento
Nerodia sipedon;unknown;unknown;Nerodia;Colubridae;Nerodia sipedon;nao peconhento
Nerodia sipedon;Canada;North America;Nerodia;Colubridae;Nerodia sipedon;nao peconhento
Nerodia taxispilota;United States of America;North America;Nerodia;Colubridae;Nerodia taxispilota;nao peconhento
Nerodia taxispilota;unknown;unknown;Nerodia;Colubridae;Nerodia taxispilota;nao peconhento
Ninia sebae;Costa Rica;North America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;unknown;unknown;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Honduras;North America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Mexico;North America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Belize;North America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Mexico;South America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Honduras;South America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Guatemala;North America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Guatemala;South America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Nicaragua;South America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Nicaragua;North America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Costa Rica;South America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;El Salvador;South America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Panama;North America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;El Salvador;North America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Belize;South America;Ninia;Colubridae;Ninia sebae;nao peconhento
Ninia sebae;Panama;South America;Ninia;Colubridae;Ninia sebae;nao peconhento
Notechis scutatus;unknown;unknown;Notechis;Elapidae;Notechis scutatus;peconhento
Notechis scutatus;Australia;Oceania;Notechis;Elapidae;Notechis scutatus;peconhento
Notechis scutatus;South Africa;Africa;Notechis;Elapidae;Notechis scutatus;peconhento
Opheodrys aestivus;United States of America;North America;Opheodrys;Colubridae;Opheodrys aestivus;nao peconhento
Opheodrys aestivus;unknown;unknown;Opheodrys;Colubridae;Opheodrys aestivus;nao peconhento
Opheodrys aestivus;Mexico;South America;Opheodrys;Colubridae;Opheodrys aestivus;nao peconhento
Opheodrys aestivus;Mexico;North America;Opheodrys;Colubridae;Opheodrys aestivus;nao peconhento
Ophiophagus hannah;Hong Kong;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;Indonesia;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;unknown;unknown;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;Hong Kong S.A.R.;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;China;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;Thailand;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;India;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;Netherlands;Europe;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;United Kingdom;Europe;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;Spain;Europe;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;Vietnam;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;Malaysia;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;Singapore;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;United States of America;North America;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Ophiophagus hannah;Bhutan;Asia;Ophiophagus;Elapidae;Ophiophagus hannah;peconhento
Oxybelis aeneus;Mexico;North America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Costa Rica;North America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Ecuador;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Trinidad and Tobago;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;United States of America;North America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Colombia;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;unknown;unknown;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Mexico;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Brazil;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Panama;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Honduras;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;French Guiana;unknown;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Bolivia;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Panama;North America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Belize;North America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Nicaragua;North America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Honduras;North America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Guatemala;North America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Costa Rica;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxybelis aeneus;Nicaragua;South America;Oxybelis;Colubridae;Oxybelis aeneus;nao peconhento
Oxyuranus scutellatus;unknown;unknown;Oxyuranus;Elapidae;Oxyuranus scutellatus;peconhento
Oxyuranus scutellatus;Australia;Oceania;Oxyuranus;Elapidae;Oxyuranus scutellatus;peconhento
Oxyuranus scutellatus;Switzerland;Europe;Oxyuranus;Elapidae;Oxyuranus scutellatus;peconhento
Phyllorhynchus decurtatus;United States of America;North America;Phyllorhynchus;Colubridae;Phyllorhynchus decurtatus;nao peconhento
Phyllorhynchus decurtatus;unknown;unknown;Phyllorhynchus;Colubridae;Phyllorhynchus decurtatus;nao peconhento
Phyllorhynchus decurtatus;Mexico;North America;Phyllorhynchus;Colubridae;Phyllorhynchus decurtatus;nao peconhento
